ID,Age,Customer_Segment,Region,Preferred_Channel,Employment_Status,Annual_Income,Spending_Score,Savings_Amount,Loan_Amount,Years_with_Bank,Transaction_Count,Online_Purchases,In_Person_Purchases,Customer_Tenure,Credit_Score,Avg_Transaction_Value,Num_Bounced_Checks,Account_Balance,Referral_Count,Loyalty_Score,Has_Credit_Card,Has_Loan,target
7554,62,Bronze,West,Online,Unemployed,35474.96,67,12068.46,13399.14,6,32,12,24,11,353.63,53.95,1,4812.07,1,4.0,0.0,0.0,0.0
7555,60,Bronze,South,Online,Unemployed,73837.21,54,1544.78,34585.29,19,38,10,17,7,114.65,84.44,0,5937.98,3,10.0,0.0,1.0,1.0
7556,31,Silver,West,Online,Employed,36535.11,77,15915.62,27726.24,26,28,13,27,8,218.36,54.4,0,8208.55,1,8.0,1.0,0.0,0.0
7557,39,Platinum,East,Online,Employed,67899.67,78,27993.8,15112.66,7,27,11,20,8,323.7,45.48,1,11082.67,3,2.0,0.0,0.0,0.0
7558,20,Silver,South,Phone,Employed,57671.23,53,22959.07,0.0,6,33,11,21,10,392.92,51.77,0,4061.8,1,10.0,0.0,0.0,1.0
7559,61,Silver,South,Phone,Employed,29919.14,73,9392.13,22167.93,19,33,11,12,7,260.39,68.98,0,10722.31,0,1.0,1.0,0.0,0.0
7560,38,Bronze,South,Online,Retired,45202.52,91,7294.57,40856.76,3,27,5,26,7,362.41,72.46,0,3010.65,3,3.0,0.0,1.0,0.0
7561,36,Gold,West,Branch,Retired,56189.62,84,0.0,26849.04,0,32,8,21,1,370.72,34.36,0,1221.58,1,4.0,0.0,1.0,1.0
7562,64,Gold,West,Phone,Retired,55930.61,28,15183.82,18728.79,0,36,5,26,5,298.55,85.86,0,4743.1,4,4.0,1.0,1.0,1.0
7563,46,Silver,West,Branch,Self-Employed,64507.67,53,5758.5,25028.54,27,35,6,22,6,188.77,5.3,0,6012.66,0,1.0,1.0,1.0,1.0
7564,36,Bronze,South,Branch,Employed,60814.84,13,0.0,26827.76,12,39,11,20,7,316.61,29.74,1,8242.14,2,8.0,0.0,1.0,0.0
7565,36,Platinum,South,Phone,Employed,23073.06,27,3502.49,19953.03,22,36,7,28,13,268.49,47.89,0,4169.37,1,8.0,0.0,0.0,0.0
7566,52,Gold,North,Branch,Retired,50293.19,97,18496.55,31990.62,28,32,13,20,6,59.56,55.99,0,6681.44,2,1.0,0.0,1.0,1.0
7567,57,Silver,North,Branch,Unemployed,74439.78,16,7621.57,16085.01,22,28,17,22,4,264.59,39.83,0,6586.76,3,3.0,0.0,1.0,1.0
7568,40,Gold,West,Online,Unemployed,68782.39,77,21480.55,13179.09,22,31,12,23,7,274.91,31.52,0,6989.73,1,8.0,0.0,1.0,1.0
7569,44,Gold,South,Online,Employed,44701.04,37,16748.54,11259.53,4,28,9,25,9,150.68,11.62,0,5862.11,0,6.0,1.0,0.0,0.0
7570,46,Platinum,West,Online,Employed,43172.02,22,14437.87,0.0,29,31,10,19,10,148.1,61.63,0,3123.88,1,8.0,0.0,1.0,0.0
7571,20,Bronze,West,Phone,Retired,42740.23,69,30415.43,15446.08,24,29,7,23,7,421.64,35.19,0,2541.16,2,6.0,1.0,1.0,1.0
7572,46,Platinum,North,Online,Employed,37093.42,85,17544.29,24437.89,11,28,11,22,12,293.25,26.82,0,2799.26,3,3.0,0.0,1.0,0.0
7573,43,Bronze,East,Branch,Unemployed,51236.63,36,22374.14,26386.55,28,29,13,22,11,24.12,57.44,0,3091.61,3,10.0,0.0,1.0,1.0
7574,26,Gold,West,Branch,Unemployed,49226.87,77,11951.43,13837.45,9,35,7,17,5,278.57,17.23,0,11883.1,3,9.0,1.0,0.0,1.0
7575,69,Silver,East,Branch,Employed,90722.25,94,11061.39,28892.1,26,30,14,11,6,163.83,86.46,0,4571.85,1,6.0,0.0,0.0,1.0
7576,55,Platinum,East,Branch,Retired,69406.3,31,6065.79,22317.84,2,32,9,13,6,504.67,90.91,1,8002.22,0,10.0,0.0,1.0,0.0
7577,35,Bronze,South,Branch,Retired,89568.23,48,8351.53,30049.69,29,28,11,13,6,176.73,23.74,0,1982.23,1,9.0,0.0,0.0,0.0
7578,33,Gold,South,Phone,Unemployed,59077.0,7,5456.15,6682.93,3,34,10,22,5,302.46,58.17,0,8565.58,1,4.0,1.0,1.0,0.0
7579,31,Bronze,West,Branch,Retired,41727.26,89,11428.89,6019.54,3,32,12,11,9,498.31,27.36,0,8604.83,4,1.0,1.0,0.0,0.0
7580,63,Bronze,North,Phone,Unemployed,58216.08,27,24154.62,14449.51,16,36,11,28,4,90.95,45.76,0,5851.05,0,4.0,1.0,1.0,1.0
7581,39,Bronze,North,Branch,Employed,54502.63,90,9607.68,20296.91,24,39,10,22,8,396.76,65.44,0,0.0,6,10.0,1.0,0.0,1.0
7582,26,Gold,West,Phone,Unemployed,75690.67,77,24202.33,41747.84,29,26,9,20,10,20.0,79.42,1,4081.34,3,2.0,1.0,0.0,0.0
7583,62,Silver,West,Phone,Employed,62766.86,10,9762.29,26354.95,4,31,5,17,7,459.93,71.08,0,7639.67,2,8.0,0.0,1.0,1.0
7584,65,Silver,North,Branch,Retired,61561.25,82,5247.35,29943.81,4,27,7,16,9,297.25,30.76,0,4531.38,0,8.0,1.0,1.0,1.0
7585,41,Silver,East,Branch,Self-Employed,54871.37,19,15691.2,13133.42,0,33,12,18,9,419.48,62.55,1,0.0,0,3.0,1.0,0.0,1.0
7586,66,Bronze,West,Branch,Self-Employed,77434.62,12,9788.06,35034.33,11,22,9,20,9,229.82,5.0,1,1684.54,2,8.0,0.0,1.0,1.0
7587,39,Gold,East,Branch,Self-Employed,51809.13,70,13530.56,29372.75,27,31,9,17,3,177.5,21.61,0,2245.73,0,7.0,1.0,1.0,1.0
7588,63,Bronze,West,Online,Unemployed,58216.08,27,24154.62,14449.51,16,36,11,28,4,90.95,45.76,0,5851.05,0,4.0,1.0,1.0,1.0
7589,37,Silver,West,Online,Self-Employed,41835.88,56,8327.21,20956.64,14,29,10,18,9,402.43,67.85,0,0.0,0,9.0,0.0,0.0,1.0
7590,43,Silver,East,Phone,Unemployed,46134.13,50,0.0,38134.78,16,28,10,18,11,371.8,5.73,0,5577.83,1,8.0,0.0,1.0,0.0
7591,29,Gold,East,Phone,Retired,50898.58,16,20865.56,46870.44,18,26,9,22,13,387.13,62.09,1,8596.91,2,5.0,1.0,1.0,1.0
7592,58,Bronze,North,Online,Employed,58826.54,8,23890.83,28462.3,7,23,2,18,2,218.33,54.58,0,12070.67,2,10.0,0.0,0.0,0.0
7593,18,Platinum,West,Phone,Self-Employed,65342.62,61,17652.94,4533.56,0,29,13,14,10,287.75,51.52,0,908.63,1,5.0,1.0,1.0,1.0
7594,61,Platinum,South,Branch,Unemployed,46281.8,44,12917.05,9848.67,28,26,7,21,5,473.24,67.6,0,4241.66,4,9.0,1.0,1.0,1.0
7595,67,Silver,South,Phone,Retired,64105.55,92,0.0,7581.71,1,27,12,20,14,223.52,56.61,0,6411.21,1,5.0,0.0,0.0,0.0
7596,42,Gold,West,Phone,Retired,46766.48,37,2312.94,3675.2,15,32,12,23,13,257.95,63.93,0,3864.52,1,10.0,1.0,1.0,1.0
7597,66,Bronze,West,Phone,Self-Employed,42635.77,39,9120.81,26815.9,19,33,9,25,3,305.92,54.45,0,4335.72,5,4.0,1.0,0.0,0.0
7598,50,Bronze,West,Online,Retired,62383.36,21,2453.09,0.0,17,29,8,15,9,264.2,46.75,0,3219.78,1,6.0,0.0,1.0,0.0
7599,42,Silver,East,Online,Retired,85725.7,52,15520.07,20258.36,29,32,10,24,5,339.95,55.2,0,7970.53,1,3.0,0.0,0.0,0.0
7600,19,Silver,South,Phone,Retired,43127.95,17,3458.73,21939.49,8,26,11,23,14,384.23,43.14,0,10875.54,2,3.0,0.0,1.0,1.0
7601,52,Bronze,South,Branch,Unemployed,68560.55,99,18365.3,18418.93,25,28,11,24,9,375.79,51.83,0,1653.84,2,7.0,0.0,0.0,0.0
7602,51,Bronze,South,Phone,Retired,51229.83,52,22670.42,29439.21,12,29,7,20,14,425.4,23.67,1,3066.08,5,5.0,1.0,1.0,1.0
7603,27,Silver,West,Online,Retired,46384.05,15,19665.32,41080.87,22,37,13,17,14,68.79,5.0,0,5490.46,2,7.0,1.0,0.0,0.0
7604,38,Platinum,West,Phone,Retired,26428.7,81,1212.65,23684.15,26,24,9,25,12,280.84,21.99,0,3880.62,2,2.0,1.0,0.0,0.0
7605,24,Silver,North,Online,Retired,52889.77,5,8949.31,22092.04,9,41,13,21,1,320.88,60.11,0,1607.17,3,8.0,1.0,1.0,1.0
7606,37,Bronze,North,Branch,Unemployed,42347.59,59,4217.52,29502.91,25,37,13,26,5,485.58,54.53,1,1893.25,2,8.0,1.0,1.0,1.0
7607,34,Silver,South,Phone,Retired,52097.32,96,15072.17,24364.92,1,34,16,16,5,293.24,24.58,0,3345.57,1,5.0,0.0,1.0,1.0
7608,20,Gold,West,Online,Retired,56173.49,2,0.0,4937.47,5,25,9,22,1,186.95,24.26,0,0.0,0,6.0,0.0,0.0,1.0
7609,61,Silver,North,Branch,Employed,82659.81,33,0.0,40614.32,21,38,11,21,5,232.72,76.97,0,6067.04,3,4.0,0.0,0.0,0.0
7610,39,Silver,North,Phone,Retired,44144.08,24,0.0,6990.91,10,30,7,22,12,621.47,66.62,0,6249.32,3,5.0,0.0,0.0,1.0
7611,20,Gold,West,Branch,Retired,40537.32,27,12916.72,15043.01,25,21,14,16,11,407.37,79.53,1,0.0,3,8.0,0.0,0.0,1.0
7612,30,Platinum,East,Branch,Unemployed,54218.18,7,2981.38,18924.71,12,33,11,25,11,263.19,39.41,0,5078.9,0,7.0,0.0,0.0,1.0
7613,43,Bronze,West,Branch,Retired,51833.65,23,12880.42,20092.93,22,25,6,17,11,372.99,8.04,0,4796.2,1,4.0,0.0,0.0,1.0
7614,23,Gold,West,Online,Unemployed,56803.78,39,20993.73,8419.23,17,29,7,24,10,339.57,50.2,0,4484.56,2,9.0,1.0,0.0,1.0
7615,66,Silver,East,Phone,Self-Employed,38261.02,40,17431.32,37279.82,17,28,7,22,5,453.41,27.23,1,1034.58,1,10.0,0.0,1.0,0.0
7616,53,Bronze,South,Branch,Retired,70591.24,4,16240.47,23289.34,12,28,7,18,10,637.89,43.29,1,4125.39,0,1.0,1.0,0.0,1.0
7617,46,Gold,South,Branch,Employed,51524.12,51,8431.02,974.27,9,26,9,26,8,377.44,35.26,0,9679.86,2,7.0,0.0,0.0,0.0
7618,27,Bronze,South,Branch,Unemployed,58986.26,42,2114.81,2001.28,19,36,15,17,10,362.07,62.04,0,1233.86,4,3.0,1.0,1.0,1.0
7619,28,Bronze,East,Online,Self-Employed,68642.94,67,18127.05,26932.57,11,33,9,9,10,301.2,34.77,0,1220.12,5,1.0,0.0,1.0,0.0
7620,43,Gold,North,Branch,Employed,67254.01,15,11660.35,25879.94,27,21,7,16,5,289.65,82.01,0,3314.36,3,8.0,0.0,1.0,0.0
7621,47,Bronze,East,Online,Unemployed,78674.09,8,2524.82,12407.83,10,32,11,15,9,167.58,17.54,0,3194.58,2,1.0,0.0,1.0,1.0
7622,21,Platinum,West,Online,Self-Employed,48946.69,56,7494.78,13177.63,19,24,9,26,1,260.07,47.48,0,3224.71,1,5.0,0.0,1.0,1.0
7623,37,Gold,East,Branch,Employed,61354.29,73,13284.4,0.0,26,33,11,14,7,356.91,78.59,0,8152.68,2,4.0,1.0,1.0,0.0
7624,43,Platinum,North,Branch,Retired,51871.28,4,9648.3,10565.52,27,28,11,19,8,286.24,59.97,1,0.0,0,10.0,1.0,1.0,1.0
7625,54,Silver,North,Online,Employed,44143.87,64,6656.48,19853.94,23,27,9,22,9,483.43,31.52,0,5321.77,0,1.0,1.0,1.0,0.0
7626,45,Bronze,West,Online,Employed,53170.95,66,11666.67,15248.81,22,24,5,12,9,160.66,50.25,0,9706.09,1,10.0,1.0,1.0,1.0
7627,45,Silver,South,Branch,Employed,56281.4,46,0.0,7420.14,20,26,12,12,10,20.0,12.05,0,991.63,1,3.0,1.0,0.0,1.0
7628,32,Silver,North,Online,Unemployed,70049.86,12,20153.66,9628.39,27,23,4,27,3,538.44,31.73,1,7051.99,3,10.0,1.0,0.0,0.0
7629,38,Bronze,North,Online,Retired,52408.84,26,25528.16,24735.21,28,29,10,18,6,382.9,46.21,0,5943.79,1,3.0,1.0,1.0,1.0
7630,61,Gold,North,Branch,Retired,23673.47,75,4377.14,28584.93,17,26,11,14,12,397.43,78.32,1,2685.87,4,8.0,1.0,1.0,0.0
7631,62,Bronze,West,Branch,Unemployed,49258.0,68,3163.27,2701.82,4,31,14,17,10,217.32,5.0,0,5829.07,2,7.0,0.0,1.0,0.0
7632,36,Silver,North,Phone,Employed,44550.32,87,14165.0,8065.19,5,28,9,19,1,152.27,75.21,0,7342.12,3,8.0,0.0,1.0,1.0
7633,65,Silver,South,Branch,Retired,38050.81,62,6010.79,18760.95,14,32,16,24,13,323.3,18.62,0,5200.47,3,2.0,0.0,0.0,0.0
7634,60,Gold,West,Branch,Employed,50613.87,48,8486.14,19462.38,3,27,11,22,2,210.19,51.38,0,6921.5,4,3.0,1.0,1.0,1.0
7635,39,Bronze,South,Branch,Retired,59142.65,3,6125.57,11963.63,2,36,15,20,3,468.25,38.28,0,0.0,3,9.0,1.0,0.0,1.0
7636,22,Silver,North,Phone,Unemployed,54595.21,65,4998.45,20844.61,19,28,6,29,5,337.47,21.91,0,680.79,2,4.0,1.0,0.0,0.0
7637,65,Platinum,North,Online,Self-Employed,87461.23,37,5924.74,23699.81,8,27,9,12,2,298.48,97.08,0,8912.14,3,2.0,0.0,0.0,1.0
7638,28,Silver,South,Branch,Employed,88982.34,71,17021.06,51179.13,22,38,12,14,11,394.89,67.57,0,1876.23,1,9.0,1.0,0.0,0.0
7639,68,Silver,West,Branch,Retired,52819.13,47,4837.4,14944.64,26,35,4,23,3,231.34,21.61,0,3940.37,5,4.0,0.0,0.0,1.0
7640,63,Gold,West,Phone,Retired,10000.0,31,15464.15,16041.78,6,28,22,16,11,54.03,48.29,0,4296.42,0,6.0,0.0,1.0,0.0
7641,39,Platinum,South,Phone,Retired,73101.62,59,11714.81,10718.66,13,33,6,12,4,122.44,27.46,0,9910.53,5,7.0,0.0,0.0,1.0
7642,46,Silver,North,Phone,Unemployed,50183.35,78,10368.55,17689.15,3,34,13,21,3,365.18,101.46,1,3544.06,1,4.0,1.0,0.0,0.0
7643,50,Silver,East,Online,Unemployed,29826.08,32,18644.85,15236.74,20,39,9,26,4,196.19,24.52,0,4910.63,0,4.0,1.0,0.0,0.0
7644,43,Platinum,South,Phone,Self-Employed,31847.59,63,15073.71,6854.93,14,34,12,22,6,452.86,76.4,0,7140.13,3,5.0,1.0,1.0,0.0
7645,60,Bronze,South,Online,Unemployed,44449.45,15,12227.36,10055.25,14,31,11,23,3,436.13,13.93,0,2428.6,0,10.0,0.0,0.0,0.0
7646,57,Bronze,South,Branch,Employed,41482.88,80,6571.6,16439.77,26,19,7,23,7,425.81,22.89,0,4551.06,1,5.0,1.0,0.0,0.0
7647,69,Silver,North,Branch,Unemployed,57823.93,86,20899.1,18273.21,18,38,6,23,8,192.56,55.66,0,3851.17,1,9.0,0.0,0.0,1.0
7648,49,Silver,West,Branch,Retired,59166.06,25,0.0,12721.7,4,28,16,28,2,373.23,43.51,0,6952.22,0,6.0,0.0,0.0,1.0
7649,62,Bronze,North,Phone,Employed,47797.2,65,2594.95,21398.45,4,29,4,17,3,352.93,43.21,0,3022.58,2,8.0,0.0,0.0,1.0
7650,56,Gold,South,Branch,Unemployed,49220.68,50,11609.93,36004.55,12,27,9,23,11,300.09,55.72,2,2612.25,1,10.0,0.0,0.0,1.0
7651,41,Platinum,North,Phone,Employed,49233.22,80,21222.07,23666.79,5,35,11,22,10,420.07,91.67,0,3918.3,2,10.0,1.0,0.0,1.0
7652,43,Platinum,North,Online,Employed,68310.73,67,0.0,32938.45,26,33,7,28,5,342.56,52.33,0,7403.81,5,5.0,0.0,0.0,1.0
7653,32,Gold,South,Branch,Unemployed,43982.4,47,14277.91,15256.01,15,33,7,21,8,503.95,65.66,0,5654.83,1,6.0,1.0,1.0,1.0
7654,34,Gold,North,Online,Employed,49785.94,35,24379.34,15740.52,20,17,12,21,1,411.77,34.25,0,8748.85,2,5.0,1.0,0.0,0.0
7655,44,Gold,East,Phone,Retired,44074.3,65,21920.03,23352.25,29,27,5,23,13,447.75,66.55,0,5003.41,3,3.0,1.0,0.0,1.0
7656,33,Gold,North,Phone,Retired,60934.12,60,17549.74,20726.49,25,25,13,25,5,114.12,51.69,0,10356.5,1,9.0,1.0,0.0,1.0
7657,58,Gold,North,Branch,Unemployed,41723.93,53,15087.68,36568.21,25,23,9,18,1,326.64,60.02,0,3354.45,3,1.0,1.0,1.0,1.0
7658,39,Gold,West,Branch,Unemployed,61417.89,90,4698.79,36318.26,8,28,12,23,12,437.98,35.96,0,5953.49,6,4.0,1.0,0.0,1.0
7659,49,Platinum,West,Phone,Retired,56967.01,75,22490.01,23411.99,27,27,7,20,12,217.19,62.87,0,4446.22,1,9.0,1.0,0.0,1.0
7660,49,Gold,South,Branch,Unemployed,48469.15,66,0.0,18549.05,2,19,13,19,2,373.48,78.86,0,5877.45,5,2.0,0.0,0.0,1.0
7661,46,Bronze,South,Branch,Retired,51131.14,10,5862.77,6164.59,25,31,13,31,7,446.54,87.51,1,3255.21,3,9.0,1.0,1.0,1.0
7662,21,Gold,West,Online,Employed,58610.63,60,7044.59,20030.01,29,31,9,23,6,231.2,67.05,0,1358.28,4,8.0,1.0,0.0,1.0
7663,65,Gold,East,Phone,Unemployed,45309.97,83,16141.37,26084.05,12,35,4,19,1,184.93,24.67,0,4892.25,1,2.0,0.0,1.0,1.0
7664,32,Platinum,North,Online,Self-Employed,53615.65,2,582.35,14371.85,21,31,4,23,9,290.64,68.81,1,0.0,2,7.0,0.0,0.0,1.0
7665,63,Platinum,East,Branch,Retired,40914.8,25,19580.38,21634.06,17,33,13,15,10,328.56,29.5,1,5601.91,1,5.0,0.0,0.0,1.0
7666,23,Gold,East,Online,Retired,68327.07,61,17876.72,33503.39,15,22,7,13,6,375.5,39.61,0,6284.41,3,5.0,1.0,0.0,1.0
7667,59,Platinum,West,Phone,Employed,59526.5,44,6485.16,23202.45,26,34,3,21,8,198.89,60.05,1,7103.64,3,6.0,0.0,0.0,1.0
7668,60,Silver,South,Online,Self-Employed,50948.48,72,22372.31,17964.21,18,28,15,23,8,312.52,12.23,0,8852.64,2,5.0,1.0,1.0,1.0
7669,61,Platinum,North,Online,Self-Employed,49503.98,1,21672.65,26633.99,8,30,7,21,8,276.0,35.85,0,5946.73,1,7.0,1.0,1.0,0.0
7670,26,Platinum,South,Branch,Self-Employed,100666.52,41,8122.51,16587.01,4,30,9,24,5,328.2,72.07,0,2846.19,0,5.0,1.0,0.0,1.0
7671,22,Platinum,East,Phone,Retired,69599.26,39,0.0,504.46,24,28,7,20,9,233.9,90.38,1,6600.48,1,10.0,1.0,0.0,1.0
7672,42,Platinum,East,Branch,Retired,46686.02,96,11273.58,15994.51,1,36,12,17,7,416.54,51.41,0,9874.39,0,7.0,0.0,0.0,0.0
7673,64,Bronze,South,Branch,Self-Employed,73971.66,51,13214.43,22404.41,17,19,10,19,5,515.93,57.94,1,2461.75,3,9.0,1.0,0.0,1.0
7674,22,Bronze,South,Phone,Unemployed,45765.32,52,2841.58,9319.98,11,39,7,22,2,500.21,5.66,0,0.0,3,2.0,1.0,1.0,1.0
7675,27,Bronze,West,Online,Self-Employed,56963.96,37,9615.97,37322.07,21,33,10,24,10,92.89,35.8,1,255.63,2,8.0,1.0,1.0,1.0
7676,68,Gold,South,Branch,Employed,33065.55,44,19964.77,18035.73,20,42,9,22,13,418.91,29.3,0,7201.33,3,10.0,0.0,1.0,0.0
7677,28,Gold,South,Online,Self-Employed,64306.4,88,21076.34,24674.08,8,28,7,18,1,272.78,17.19,0,4036.72,6,7.0,1.0,1.0,1.0
7678,35,Silver,West,Phone,Self-Employed,72343.99,64,2048.69,12705.7,24,29,6,13,4,225.23,37.97,0,6079.68,1,9.0,0.0,1.0,1.0
7679,29,Bronze,South,Branch,Self-Employed,29965.9,91,5940.45,36470.66,29,27,11,15,13,45.01,25.04,1,2659.76,1,9.0,0.0,1.0,0.0
7680,67,Gold,East,Online,Unemployed,64105.55,92,0.0,7581.71,1,27,12,20,14,223.52,56.61,0,6411.21,1,5.0,0.0,0.0,0.0
7681,69,Platinum,South,Online,Self-Employed,51540.36,62,5919.62,27452.52,13,29,9,34,5,354.13,49.83,0,3863.13,4,10.0,1.0,1.0,1.0
7682,36,Platinum,North,Branch,Self-Employed,53359.92,67,2365.4,13387.39,13,30,13,16,12,525.83,27.03,1,6340.52,2,1.0,0.0,1.0,1.0
7683,50,Bronze,East,Phone,Retired,37350.53,3,2640.07,22218.38,14,30,14,11,5,254.41,29.43,2,6505.88,2,7.0,1.0,0.0,0.0
7684,65,Silver,West,Online,Self-Employed,44318.6,49,6161.46,35558.6,19,24,1,18,10,134.01,39.27,0,4077.67,3,5.0,0.0,1.0,0.0
7685,37,Platinum,West,Branch,Retired,82659.4,90,8681.37,11745.95,17,32,8,23,10,224.47,97.12,0,11104.37,1,3.0,1.0,0.0,1.0
7686,69,Bronze,North,Online,Retired,48113.81,43,6054.05,11875.95,4,30,4,20,14,211.73,50.03,1,1957.07,2,5.0,1.0,0.0,0.0
7687,28,Platinum,East,Online,Unemployed,64586.66,89,23656.68,8958.82,3,26,13,22,3,306.7,28.08,0,3905.27,1,3.0,1.0,1.0,0.0
7688,52,Gold,South,Phone,Unemployed,26944.61,53,5251.47,19099.31,16,24,7,20,8,251.1,64.95,1,6278.09,0,8.0,1.0,1.0,0.0
7689,65,Gold,East,Online,Employed,70864.59,75,153.65,23820.01,25,35,11,10,5,249.12,35.96,0,2137.83,4,9.0,0.0,0.0,0.0
7690,67,Silver,East,Online,Self-Employed,37787.7,1,16087.99,20757.8,23,30,10,25,14,366.41,75.89,0,3979.98,1,10.0,0.0,0.0,0.0
7691,68,Platinum,North,Branch,Employed,55118.24,21,21348.48,30098.75,6,30,13,18,8,134.32,20.45,0,0.0,2,2.0,0.0,1.0,0.0
7692,29,Platinum,West,Online,Retired,61777.78,71,18024.81,15577.07,24,30,8,16,9,301.24,25.88,0,4196.08,1,7.0,0.0,1.0,1.0
7693,47,Gold,East,Phone,Unemployed,63933.98,32,13385.21,25935.15,18,28,8,20,6,379.06,25.8,0,5402.35,2,10.0,1.0,0.0,0.0
7694,41,Platinum,South,Branch,Retired,44660.39,19,17135.59,22360.1,16,27,8,19,10,612.16,57.5,0,2971.79,5,8.0,1.0,0.0,0.0
7695,37,Platinum,North,Branch,Unemployed,68912.74,12,26905.65,13453.18,27,21,8,21,13,337.36,59.62,0,1374.7,3,4.0,0.0,0.0,1.0
7696,51,Platinum,East,Online,Retired,72713.71,27,4775.67,30681.43,21,31,9,14,12,281.47,22.54,1,2613.11,1,4.0,0.0,1.0,0.0
7697,51,Silver,East,Branch,Unemployed,40024.52,56,22692.72,38362.49,11,31,9,20,4,154.3,27.64,0,4816.91,4,10.0,0.0,1.0,1.0
7698,50,Platinum,South,Online,Employed,70009.03,32,21713.07,28349.32,5,35,10,21,2,282.53,43.62,0,8800.78,1,10.0,0.0,0.0,1.0
7699,23,Bronze,East,Branch,Unemployed,26384.87,32,20762.71,27581.84,8,26,8,12,12,324.27,59.93,0,10002.59,5,1.0,0.0,0.0,0.0
7700,51,Silver,East,Phone,Self-Employed,46276.23,31,23935.6,21076.99,17,30,5,21,6,427.58,57.27,0,9957.32,2,9.0,0.0,0.0,1.0
7701,27,Platinum,East,Online,Employed,58198.85,49,17515.88,14849.69,12,29,8,28,1,218.88,36.94,0,0.0,3,1.0,1.0,1.0,1.0
7702,37,Platinum,East,Phone,Self-Employed,29627.38,62,5196.65,22321.61,1,20,6,23,9,286.59,56.58,0,2902.94,1,3.0,0.0,0.0,0.0
7703,67,Bronze,South,Online,Retired,62378.37,65,7950.49,22758.9,23,26,16,17,14,297.72,66.14,0,3777.22,1,1.0,1.0,1.0,1.0
7704,18,Silver,East,Phone,Retired,50501.65,33,16566.25,31036.1,14,25,8,25,8,291.54,95.97,0,5095.91,3,10.0,1.0,0.0,1.0
7705,37,Gold,East,Phone,Unemployed,57136.28,92,7286.74,9484.32,11,19,10,21,3,227.76,71.69,0,2964.98,5,4.0,0.0,0.0,0.0
7706,68,Gold,East,Branch,Unemployed,58646.77,6,18022.98,10407.72,10,31,10,21,5,288.47,74.56,0,9062.54,2,3.0,0.0,1.0,1.0
7707,60,Silver,North,Online,Retired,72744.33,98,4970.39,41884.4,9,29,12,15,3,238.01,68.01,0,4600.54,2,10.0,0.0,1.0,1.0
7708,69,Platinum,South,Branch,Employed,48076.05,55,7253.1,18849.01,28,27,7,28,4,215.32,101.84,0,4303.8,3,1.0,1.0,0.0,0.0
7709,39,Platinum,North,Phone,Self-Employed,50337.51,7,8665.92,23345.0,27,35,13,15,2,519.46,23.03,1,0.0,6,7.0,0.0,0.0,0.0
7710,38,Gold,North,Online,Retired,62938.15,91,23096.04,11010.24,7,36,9,21,13,225.66,70.21,0,6385.55,2,8.0,0.0,0.0,1.0
7711,36,Gold,South,Phone,Employed,67042.87,80,17441.54,5775.34,1,28,17,20,11,373.53,20.05,0,5043.57,5,2.0,0.0,1.0,1.0
7712,68,Gold,North,Phone,Self-Employed,43228.32,37,18453.34,28865.35,4,28,7,24,4,325.99,107.32,0,7393.63,3,1.0,1.0,0.0,0.0
7713,25,Bronze,North,Phone,Unemployed,72131.81,30,25465.53,12641.66,29,28,11,11,13,378.55,97.73,1,11732.39,1,4.0,1.0,1.0,1.0
7714,39,Gold,North,Phone,Employed,54502.63,90,9607.68,20296.91,24,39,10,22,8,396.76,65.44,0,0.0,6,10.0,1.0,0.0,1.0
7715,32,Bronze,South,Branch,Employed,45880.34,51,14016.89,16680.79,3,26,21,32,7,329.67,74.08,0,2439.53,1,2.0,1.0,1.0,1.0
7716,46,Silver,East,Phone,Retired,57163.83,20,22416.12,24686.5,20,25,10,16,5,371.74,40.56,1,567.88,3,1.0,0.0,1.0,1.0
7717,67,Platinum,West,Branch,Self-Employed,53010.48,37,0.0,18122.46,19,27,8,28,6,410.06,15.57,0,5082.34,1,3.0,0.0,1.0,0.0
7718,20,Gold,West,Phone,Retired,56524.12,89,7155.61,8373.78,3,32,6,20,11,293.3,46.3,0,6135.99,6,7.0,1.0,1.0,0.0
7719,35,Platinum,South,Online,Unemployed,69998.16,38,8189.5,12703.94,6,31,12,17,13,278.23,45.21,0,8448.63,2,3.0,1.0,0.0,1.0
7720,47,Platinum,West,Phone,Unemployed,64330.83,59,18430.2,11407.67,19,25,8,17,3,298.06,88.29,0,2469.71,2,3.0,1.0,1.0,1.0
7721,53,Gold,South,Phone,Self-Employed,40588.08,9,0.0,30902.92,29,27,12,17,7,210.64,35.03,0,5814.1,2,3.0,0.0,1.0,1.0
7722,58,Gold,South,Online,Self-Employed,61790.26,83,3334.45,27199.27,27,30,10,18,8,307.07,69.38,0,1984.69,4,7.0,0.0,0.0,1.0
7723,32,Silver,West,Online,Self-Employed,57963.41,3,19561.93,13491.88,16,28,10,21,10,302.21,24.45,0,5504.89,3,8.0,0.0,1.0,1.0
7724,24,Bronze,North,Phone,Retired,80906.34,56,2883.05,25970.02,20,34,13,17,13,291.75,72.1,0,5424.43,5,6.0,0.0,0.0,1.0
7725,52,Bronze,East,Phone,Self-Employed,41553.78,51,12076.78,29016.06,5,25,5,22,8,368.33,69.73,0,5504.02,2,10.0,0.0,1.0,0.0
